"","Name","geom","FID_Historic_Site","Document","HoCo.ID","Address","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Location","Survey.Year","Comments","FID_District"
"681","","POINT (1390418.0699999998 560966.7899999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57aa","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6252 Old Washington Rd",38,8,781,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"682","","POINT (1390226.67 560855.58)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ab","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6270 Old Washington Rd",38,8,319,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"683","","POINT (1390184.8199999998 560828.355)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ac","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6274 Old Washington Rd",38,8,712,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"684","","POINT (1392672.93 562339.0499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ad","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6004 Old Washington Rd",38,3,534,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"685","","POINT (1392344.88 562162.2899999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ae","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6040 Old Washington Rd",38,3,533,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"686","","POINT (1391783.2799999998 562198.5599999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57af","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6084 Old Washington Rd",38,3,437,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"687","","POINT (1391358.63 561533.6549999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b0","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6154 Old Washington Rd",38,9,962,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"688","","POINT (1390852.0799999998 560972.355)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b1","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6231 Old Washington Rd",38,9,183,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"689","","POINT (1390653.63 561116.625)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b2","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6238 Old Washington Rd",38,8,123,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"690","","POINT (1392175.44 562098.48)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b3","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6050 Old Washington Rd",38,3,532,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"691","","POINT (1392076.7999999998 562029.12)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b4","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6066 Old Washington Rd",38,9,889,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"692","","POINT (1392975.8399999999 561551.5349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b5","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5960 Augustine Ave.",38,3,169,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"693","","POINT (1392915.8399999999 561637.2749999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b6","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5956 Augustine Ave.",38,3,168,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"694","","POINT (1392857.3099999998 561724.7699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b7","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5946 Augustine Ave.",38,3,167,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"695","","POINT (1392773.6099999999 561828.6599999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b8","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5936 Augustine Ave.",38,3,166,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"696","","POINT (1392680.5499999998 561932.5499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57b9","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5920 Augustine Ave.",38,3,165,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"697","","POINT (1392578.4 562049.325)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ba","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5900 Augustine Ave.",38,3,164,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"698","","POINT (1392339 562940.445)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57bb","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5805 Augustine Ave.",38,3,190,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"699","","POINT (1392404.8499999999 562838.3099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57bc","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5815 Augustine Ave.",38,3,157,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"700","","POINT (1392240.69 562851.1799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57bd","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5820 Augustine Ave.",38,3,151,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"701","","POINT (1392561.72 562663.3049999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57be","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5839 Augustine Ave.",38,3,536,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"702","","POINT (1393567.8599999999 563538.0449999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57bf","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5923 Old Washington Road",38,4,564,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"703","","POINT (1389946.0199999998 560688.1799999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c0","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6298 Old Washington Road",38,8,441,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"704","","POINT (1391542.41 561661.26)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c1","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6134 Old Washington Road",38,3,327,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"705","","POINT (1391939.25 561912.6449999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c2","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6098 Old Washington Road",38,4,563,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"706","","POINT (1391869.6199999999 561863.19)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c3","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6108 Old Washington Road",38,3,178,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"707","","POINT (1391798.49 561826.32)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c4","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6112 Old Washington Road",38,3,439,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"708","","POINT (1391863.17 561630.825)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c5","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6135 Old Washington Road",38,9,820,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"709","","POINT (1391583.69 561919.08)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c6","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6122 Old Washington Road",38,3,435,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"710","","POINT (1391635.7699999998 561729.1499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c7","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6130 Old Washington Road",38,3,440,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"711","","POINT (1388371.5599999998 559581.945)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c8","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6399 Old Washington Road",38,8,222,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"712","","POINT (1390073.3099999998 560576.1)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57c9","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6289 Old Washington Rd",38,8,198,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"713","","POINT (1393380.5399999998 563770.4099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ca","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5922 Old Washington Road",38,3,538,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"714","","POINT (1393389.0299999998 563628.48)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57cb","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5932 Old Washington Road",38,3,539,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"715","","POINT (1393410.1199999999 563416.3049999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57cc","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5944 Old Washington Road",38,3,489,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"716","","POINT (1393411.2899999998 563296.605)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57cd","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5950 Old Washington Road",38,3,488,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"717","","POINT (1393311.48 563003.6699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57ce","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5962 Old Washington Road",38,3,679,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"718","","POINT (1392550.5899999999 562491.51)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57cf","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5856 Augustine Ave.",38,3,156,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"719","","POINT (1391210.5499999998 561286.08)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d0","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6193 Old Washington Road",38,9,419,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"720","","POINT (1388953.65 559919.6699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d1","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6365 Old Washington Road",38,6,227,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"721","","POINT (1393407.18 563507.3099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d2","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"5938 Old Washington Road",38,3,540,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"722","","POINT (1391277 561332.61)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d3","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6189 Old Washington Rd",38,9,656,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"723","","POINT (1390833.3299999998 561249.195)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d4","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6220 Old Washington Rd",38,9,839,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"724","","POINT (1390922.01 561095.85)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d5","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6221 Old Washington Rd",38,9,176,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"725","","POINT (1390754.91 561194.1749999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d6","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6232 Old Washington Rd",38,8,124,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"726","","POINT (1390735.5899999999 560998.695)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d7","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6241 Old Washington Rd",38,9,182,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"727","","POINT (1390197.99 560653.6499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d8","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6283 Old Washington Rd",38,8,199,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"728","","POINT (1389671.5199999998 560292.225)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57d9","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6319 Old Washington Rd",38,8,467,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
"729","","POINT (1389444.1199999999 560414.5499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_57da","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6330 Old Washington Rd",38,8,522,0,"Old Washington Road Survey District","","Elkridge","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA
